character_1,character_2,count
Shukard Ziellos,Guineva Sternenwaag,1
Veyqen,Guineva Sternenwaag,1
Amtum Hehre von Orbagosd,Guineva Sternenwaag,1
Gosgad Hehrer von Trynn,Guineva Sternenwaag,1
Atlan,Die Brüder Ziellos,1
Lua Virtanen,Die Brüder Ziellos,1
Die Brüder Ziellos,Die Brüder Ziellos,1
Wcsam,Die Brüder Ziellos,1
Der Konfigurator,Die Brüder Ziellos,1
Atlan,Wcsam,1
