series,author,gender,author_pos,release_year,location_pos,location_name
Band 1921,H. G. Francis,male,a1,1998.0,l1,Thantur-Lok
Band 1921,H. G. Francis,male,a1,1998.0,l2,Sol-System
Band 1921,H. G. Francis,male,a1,1998.0,l3,Scarfaaru-System
Band 1922,Uwe Anton,male,a1,1998.0,l1,Zyan
Band 1923,Susan Schwartz,female,a1,1998.0,l1,Terra
Band 1923,Susan Schwartz,female,a1,1998.0,l2,Ertrus
Band 1923,Susan Schwartz,female,a1,1998.0,l3,Gatas
Band 1924,Peter Terrid,male,a1,1998.0,l1,Thantur-Lok
Band 1924,Peter Terrid,male,a1,1998.0,l2,M 30
Band 1924,Peter Terrid,male,a1,1998.0,l3,Sol-Quadrant
Band 1925,Horst Hoffmann,male,a1,1998.0,l1,DaGlausch
Band 1925,Horst Hoffmann,male,a1,1998.0,l2,Thorrtimer-System
Band 1926,Robert Feldhoff,male,a1,1998.0,l1,DaGlausch
Band 1926,Robert Feldhoff,male,a1,1998.0,l2,Thorrtimer-System
Band 1926,Robert Feldhoff,male,a1,1998.0,l3,Meihtard-System
Band 1926,Robert Feldhoff,male,a1,1998.0,l4,Kamarr-System
Band 1926,Robert Feldhoff,male,a1,1998.0,l5,Sektor Century
Band 1927,Arndt Ellmer,male,a1,1998.0,l1,DaGlausch
Band 1927,Arndt Ellmer,male,a1,1998.0,l2,Tup-System
Band 1927,Arndt Ellmer,male,a1,1998.0,l3,Kamarr-System
Band 1928,Hubert Haensel,male,a1,1998.0,l1,DaGlausch
Band 1928,Hubert Haensel,male,a1,1998.0,l2,Kre-System
Band 1929,H. G. Francis,male,a1,1998.0,l1,Puydor
Band 1929,H. G. Francis,male,a1,1998.0,l2,Lamboru-System
Band 1929,H. G. Francis,male,a1,1998.0,l3,Minzant-System
Band 193,Kurt Brand,male,a1,1965.0,l1,Terra
Band 193,Kurt Brand,male,a1,1965.0,l2,Mars
Band 193,Kurt Brand,male,a1,1965.0,l3,Luna
Band 1930,Peter Terrid,male,a1,1998.0,l1,Puydor
Band 1930,Peter Terrid,male,a1,1998.0,l2,Minzant-System
Band 1931,Ernst Vlcek,male,a1,1998.0,l1,Puydor
Band 1931,Ernst Vlcek,male,a1,1998.0,l2,Makkal-System
Band 1932,Arndt Ellmer,male,a1,1998.0,l1,DaGlausch
Band 1932,Arndt Ellmer,male,a1,1998.0,l2,Thorrtimer-System
Band 1933,Horst Hoffmann,male,a1,1998.0,l1,DaGlausch
Band 1933,Horst Hoffmann,male,a1,1998.0,l2,Kamarr-System
Band 1934,Horst Hoffmann,male,a1,1998.0,l1,DaGlausch
Band 1934,Horst Hoffmann,male,a1,1998.0,l2,Thorrtimer-System
Band 1934,Horst Hoffmann,male,a1,1998.0,l3,Kamarr-System
Band 1935,Andreas Eschbach,male,a1,1998.0,l1,Lokyrd
Band 1936,Peter Terrid,male,a1,1998.0,l1,Solsystem
Band 1937,Uwe Anton,male,a1,1998.0,l1,Solsystem
Band 1938,Susan Schwartz,female,a1,1998.0,l1,Sol-System
Band 1939,H. G. Francis,male,a1,1998.0,l1,Puydor
Band 1939,H. G. Francis,male,a1,1998.0,l2,Speleyn-System
Band 194,Kurt Mahr,male,a1,1965.0,l1,Sicos
Band 194,Kurt Mahr,male,a1,1965.0,l2,Plophos
Band 1940,Arndt Ellmer,male,a1,1998.0,l1,Puydor
Band 1940,Arndt Ellmer,male,a1,1998.0,l2,Speleyn-System
Band 1940,Arndt Ellmer,male,a1,1998.0,l3,Ra'Call-System
Band 1941,H. G. Francis,male,a1,1998.0,l1,Puydor
Band 1942,Horst Hoffmann,male,a1,1998.0,l1,DaGlausch
Band 1942,Horst Hoffmann,male,a1,1998.0,l2,Century-System
Band 1943,Horst Hoffmann,male,a1,1998.0,l1,DaGlausch
Band 1943,Horst Hoffmann,male,a1,1998.0,l2,Century-System
Band 1944,Susan Schwartz,female,a1,1998.0,l1,DaGlausch
Band 1944,Susan Schwartz,female,a1,1998.0,l2,Thorrtimer-System
Band 1945,Robert Feldhoff,male,a1,1998.0,l1,DaGlausch
Band 1945,Robert Feldhoff,male,a1,1998.0,l2,Thorrtimer-System
Band 1946,Uwe Anton,male,a1,1998.0,l1,Solsystem
Band 1947,Peter Terrid,male,a1,1998.0,l1,Sol-System
Band 1947,Peter Terrid,male,a1,1998.0,l2,Arkon-System
Band 1948,Arndt Ellmer,male,a1,1998.0,l1,Solsystem
Band 1948,Arndt Ellmer,male,a1,1998.0,l2,Arkon-System
Band 1949,H. G. Francis,male,a1,1998.0,l1,Sol-System
Band 1949,H. G. Francis,male,a1,1998.0,l2,M 30
Band 1949,H. G. Francis,male,a1,1998.0,l3,Thantur-Lok
Band 1949,H. G. Francis,male,a1,1998.0,l4,Pollaco-Hermi-System
Band 195,Kurt Mahr,male,a1,1965.0,l1,Plophos
Band 1950,Robert Feldhoff,male,a1,1999.0,l1,DaGlausch
Band 1951,Arndt Ellmer,male,a1,1999.0,l1,DaGlausch
Band 1951,Arndt Ellmer,male,a1,1999.0,l2,Century-System
Band 1952,Uwe Anton,male,a1,1999.0,l1,DaGlausch
Band 1952,Uwe Anton,male,a1,1999.0,l2,Thorrtimer-System
Band 1952,Uwe Anton,male,a1,1999.0,l3,Century-System
Band 1953,Horst Hoffmann,male,a1,1999.0,l1,DaGlausch
Band 1953,Horst Hoffmann,male,a1,1999.0,l2,Thorrtimer-System
Band 1953,Horst Hoffmann,male,a1,1999.0,l3,Kamarr-System
Band 1954,Hubert Haensel,male,a1,1999.0,l1,Chearth
Band 1954,Hubert Haensel,male,a1,1999.0,l2,Aguilon-Sternhaufen
Band 1954,Hubert Haensel,male,a1,1999.0,l3,Raggan-System
Band 1955,Peter Terrid,male,a1,1999.0,l1,Chearth
Band 1955,Arndt Ellmer,male,a2,1999.0,l1,Chearth
Band 1955,Peter Terrid,male,a1,1999.0,l2,Lhanzoo-System
Band 1955,Arndt Ellmer,male,a2,1999.0,l2,Lhanzoo-System
Band 1956,Susan Schwartz,female,a1,1999.0,l1,Chearth
Band 1956,Susan Schwartz,female,a1,1999.0,l2,Lhanzoo-System
Band 1957,H. G. Francis,male,a1,1999.0,l1,Chearth
Band 1957,H. G. Francis,male,a1,1999.0,l2,Lhanzoo-System
Band 1958,Arndt Ellmer,male,a1,1999.0,l1,Chearth
Band 1959,Robert Feldhoff,male,a1,1999.0,l1,DaGlausch
Band 1959,Robert Feldhoff,male,a1,1999.0,l2,Solsystem
Band 196,K. H. Scheer,male,a1,1965.0,l1,Last Hope
Band 1960,Horst Hoffmann,male,a1,1999.0,l1,Solsystem
Band 1961,Arndt Ellmer,male,a1,1999.0,l1,Westside
Band 1961,Arndt Ellmer,male,a1,1999.0,l2,Zentrumssektor
Band 1962,H. G. Francis,male,a1,1999.0,l1,DaGlausch
Band 1962,H. G. Francis,male,a1,1999.0,l2,Karakhoum
Band 1963,H. G. Francis,male,a1,1999.0,l1,Karakhoum
Band 1963,H. G. Francis,male,a1,1999.0,l2,Duxic-System
Band 1963,H. G. Francis,male,a1,1999.0,l3,Krimor-System
Band 1964,Horst Hoffmann,male,a1,1999.0,l1,Sol-system
Band 1964,Horst Hoffmann,male,a1,1999.0,l2,Joél-System
Band 1965,Robert Feldhoff,male,a1,1999.0,l1,Solsystem
Band 1965,Robert Feldhoff,male,a1,1999.0,l2,Joél-System
Band 1965,Robert Feldhoff,male,a1,1999.0,l3,Thantur-Lok
Band 1965,Robert Feldhoff,male,a1,1999.0,l4,M 30
Band 1966,Uwe Anton,male,a1,1999.0,l1,Chearth
Band 1967,Uwe Anton,male,a1,1999.0,l1,Chearth
Band 1968,Susan Schwartz,female,a1,1999.0,l1,Chearth
Band 1969,Ernst Vlcek,male,a1,1999.0,l1,Chearth
Band 197,William Voltz,male,a1,1965.0,l1,Pulsa
Band 197,William Voltz,male,a1,1965.0,l2,Whilor-System
Band 1970,Horst Hoffmann,male,a1,1999.0,l1,DaGlausch
Band 1970,Horst Hoffmann,male,a1,1999.0,l2,Thorrtimer-System
Band 1970,Horst Hoffmann,male,a1,1999.0,l3,Kurryan-System
Band 1971,H. G. Francis,male,a1,1999.0,l1,DaGlausch
Band 1971,H. G. Francis,male,a1,1999.0,l2,Thorrtimer-System
Band 1972,Arndt Ellmer,male,a1,1999.0,l1,Zentrumssektor
Band 1972,Arndt Ellmer,male,a1,1999.0,l2,Gorkan-System
Band 1973,Rainer Castor,male,a1,1999.0,l1,Zentrumssektor
Band 1974,Rainer Castor,male,a1,1999.0,l1,Zentrumssektor
Band 1975,Ernst Vlcek,male,a1,1999.0,l1,Chearth
Band 1976,Uwe Anton,male,a1,1999.0,l1,Chearth
Band 1977,Horst Hoffmann,male,a1,1999.0,l1,Milchstraße
Band 1977,Horst Hoffmann,male,a1,1999.0,l2,DaGlausch
Band 1978,Horst Hoffmann,male,a1,1999.0,l1,Zentrumssektor
Band 1979,H. G. Francis,male,a1,1999.0,l1,Zentrumssektor
Band 1979,H. G. Francis,male,a1,1999.0,l2,Fuhrihahr-System
Band 1979,H. G. Francis,male,a1,1999.0,l3,Tappel-System
Band 198,H. G. Ewers,male,a1,1965.0,l1,Whilor-System
Band 198,H. G. Ewers,male,a1,1965.0,l2,Pulsa
Band 198,H. G. Ewers,male,a1,1965.0,l3,Opposite
Band 1980,H. G. Francis,male,a1,1999.0,l1,Cokk-System
Band 1980,H. G. Francis,male,a1,1999.0,l2,Firing-System
Band 1980,H. G. Francis,male,a1,1999.0,l3,Tappel-System
Band 1981,Arndt Ellmer,male,a1,1999.0,l1,Chearth
Band 1982,Susan Schwartz,female,a1,1999.0,l1,Chearth
Band 1983,Uwe Anton,male,a1,1999.0,l1,Chearth
Band 1984,H. G. Francis,male,a1,1999.0,l1,Chearth
Band 1985,Arndt Ellmer,male,a1,1999.0,l1,M 30
Band 1985,Arndt Ellmer,male,a1,1999.0,l2,Topas-System
Band 1985,Arndt Ellmer,male,a1,1999.0,l3,Sol-System
Band 1985,Arndt Ellmer,male,a1,1999.0,l4,Herriau-System
Band 1985,Arndt Ellmer,male,a1,1999.0,l5,Zentrumssektor
Band 1986,Rainer Castor,male,a1,1999.0,l1,Zentrumssektor
Band 1987,Robert Feldhoff,male,a1,1999.0,l1,Zentrumssektor
Band 1988,Robert Feldhoff,male,a1,1999.0,l1,Zentrumssektor
Band 1989,Susan Schwartz,female,a1,1999.0,l1,Chearth
Band 199,Kurt Brand,male,a1,1965.0,l1,Plophos
Band 199,Kurt Brand,male,a1,1965.0,l2,Arkon
Band 1990,Arndt Ellmer,male,a1,1999.0,l1,Chearth
Band 1991,Uwe Anton,male,a1,1999.0,l1,Chearth
Band 1992,Horst Hoffmann,male,a1,1999.0,l1,DaGlausch
Band 1992,Horst Hoffmann,male,a1,1999.0,l2,Salmenghest
Band 1993,Rainer Castor,male,a1,1999.0,l1,DaGlausch / Salmenghest
Band 1994,H. G. Francis,male,a1,1999.0,l1,Terra
Band 1994,H. G. Francis,male,a1,1999.0,l2,Solsystem
Band 1995,Hubert Haensel,male,a1,1999.0,l1,Terra
Band 1996,Susan Schwartz,female,a1,1999.0,l1,Chearth
Band 1997,Arndt Ellmer,male,a1,1999.0,l1,Chearth
Band 1998,Horst Hoffmann,male,a1,1999.0,l1,Plantagoo
Band 1998,Horst Hoffmann,male,a1,1999.0,l2,Chearth
Band 1998,Horst Hoffmann,male,a1,1999.0,l3,DaGlausch
Band 1999,Uwe Anton,male,a1,1999.0,l1,DaGlausch
Band 2,Clark Darlton,male,a1,1961.0,l1,Terra
Band 20,Kurt Mahr,male,a1,1962.0,l1,Venus
Band 200,K. H. Scheer,male,a1,1965.0,l1,Opposite
Band 200,K. H. Scheer,male,a1,1965.0,l2,Power
Band 2000,Robert Feldhoff,male,a1,1999.0,l1,Terra
Band 2000,Ernst Vlcek,male,a2,1999.0,l1,Terra
Band 2001,Ernst Vlcek,male,a1,1999.0,l1,Sol-System
Band 2002,Arndt Ellmer,male,a1,2e3,l1,Solsystem
Band 2002,Arndt Ellmer,male,a1,2e3,l2,Orion-Delta-System
Band 2003,Rainer Castor,male,a1,2e3,l1,Boscyks Stern
Band 2003,Rainer Castor,male,a1,2e3,l2,Luna
Band 2004,Horst Hoffmann,male,a1,2e3,l1,Segafrendo
Band 2005,H. G. Francis,male,a1,2e3,l1,Segafrendo
Band 2005,H. G. Francis,male,a1,2e3,l2,NACHT
Band 2006,Ernst Vlcek,male,a1,2e3,l1,Segafrendo
Band 2006,Ernst Vlcek,male,a1,2e3,l2,NACHT
Band 2006,Ernst Vlcek,male,a1,2e3,l3,Hesp Graken
Band 2007,Uwe Anton,male,a1,2e3,l1,Segafrendo
Band 2007,Uwe Anton,male,a1,2e3,l2,Torm-Karaend-System
Band 2008,Arndt Ellmer,male,a1,2e3,l1,Solsystem
Band 2009,H. G. Francis,male,a1,2e3,l1,Solsystem
Band 201,Kurt Mahr,male,a1,1965.0,l1,Twin
Band 201,Kurt Mahr,male,a1,1965.0,l2,Power
Band 201,Kurt Mahr,male,a1,1965.0,l3,Septim
Band 2010,Ernst Vlcek,male,a1,2e3,l1,Solsystem
Band 2010,Ernst Vlcek,male,a1,2e3,l2,Morbienne-System
Band 2011,Susan Schwartz,female,a1,2e3,l1,Morbienne-System
Band 2012,Rainer Castor,male,a1,2e3,l1,Quinto-Center
Band 2013,Hans Kneifel,male,a1,2e3,l1,Arkon-System
Band 2014,Arndt Ellmer,male,a1,2e3,l1,Thantur-Lok
Band 2015,Hubert Haensel,male,a1,2e3,l1,Thantur-Lok
Band 2016,Andreas Findig,male,a1,2e3,l1,Segafrendo
Band 2017,Susan Schwartz,female,a1,2e3,l1,Segafrendo
Band 2017,Susan Schwartz,female,a1,2e3,l2,Orllyn-System
Band 2018,Ernst Vlcek,male,a1,2e3,l1,Segafrendo
Band 2018,Ernst Vlcek,male,a1,2e3,l2,Orllyn-System
Band 2019,Horst Hoffmann,male,a1,2e3,l1,Segafrendo
Band 202,Clark Darlton,male,a1,1965.0,l1,Opposite
Band 202,Clark Darlton,male,a1,1965.0,l2,Milchstraße
Band 202,Clark Darlton,male,a1,1965.0,l3,Twin
Band 2020,Uwe Anton,male,a1,2e3,l1,Solsystem
Band 2021,Arndt Ellmer,male,a1,2e3,l1,Solsystem
Band 2022,H. G. Francis,male,a1,2e3,l1,Sol-System
Band 2023,H. G. Francis,male,a1,2e3,l1,Solsystem
Band 2024,Arndt Ellmer,male,a1,2e3,l1,Thantur-Lok
Band 2024,Arndt Ellmer,male,a1,2e3,l2,Eastside
Band 2025,Horst Hoffmann,male,a1,2e3,l1,Arkon-System
Band 2026,Ernst Vlcek,male,a1,2e3,l1,Thantur-Lok
Band 2026,Ernst Vlcek,male,a1,2e3,l2,Zentrumssektor
Band 2026,Ernst Vlcek,male,a1,2e3,l3,Quinto-Center
Band 2027,Uwe Anton,male,a1,2e3,l1,Thantur-Lok
Band 2028,Rainer Castor,male,a1,2e3,l1,Thantur-Lok
Band 2028,Rainer Castor,male,a1,2e3,l2,Solsystem
Band 2028,Rainer Castor,male,a1,2e3,l3,M 92
Band 2028,Rainer Castor,male,a1,2e3,l4,Kreit-System
Band 2029,Hubert Haensel,male,a1,2e3,l1,Kreit-System
Band 203,William Voltz,male,a1,1965.0,l1,Twin
Band 203,William Voltz,male,a1,1965.0,l2,Quarta
Band 2030,Robert Feldhoff,male,a1,2e3,l1,Kreit-System
Band 2031,Susan Schwartz,female,a1,2e3,l1,Kreit-System
Band 2032,H. G. Francis,male,a1,2e3,l1,Segafrendo
Band 2033,Andreas Findig,male,a1,2e3,l1,Auroch-Maxo-Dunkelwolke
Band 2034,Ernst Vlcek,male,a1,2e3,l1,Dubensys
Band 2034,Ernst Vlcek,male,a1,2e3,l2,Jonx
Band 2034,Ernst Vlcek,male,a1,2e3,l3,Segafrendo
Band 2034,Ernst Vlcek,male,a1,2e3,l4,Auroch-Maxo-Dunkelwolke
Band 2035,Uwe Anton,male,a1,2e3,l1,Auroch-Maxo-55
Band 2035,Uwe Anton,male,a1,2e3,l2,Segafrendo
Band 2036,Arndt Ellmer,male,a1,2e3,l1,Santanz
Band 2037,Arndt Ellmer,male,a1,2e3,l1,Santil-System
Band 2038,Horst Hoffmann,male,a1,2e3,l1,Quinto-Center
Band 2038,Horst Hoffmann,male,a1,2e3,l2,Thantur-Lok
Band 2039,Rainer Castor,male,a1,2e3,l1,Thantur-Lok
Band 204,Kurt Brand,male,a1,1965.0,l1,Twin
Band 204,Kurt Brand,male,a1,1965.0,l2,Sexta
Band 2040,Susan Schwartz,female,a1,2e3,l1,Thantur-Lok
Band 2040,Susan Schwartz,female,a1,2e3,l2,Solsystem
Band 2041,Hubert Haensel,male,a1,2e3,l1,Solsystem
Band 2042,H. G. Francis,male,a1,2e3,l1,Solsystem
Band 2043,H. G. Francis,male,a1,2e3,l1,Solsystem
Band 2044,Uwe Anton,male,a1,2e3,l1,Segafrendo
Band 2044,Uwe Anton,male,a1,2e3,l2,Auroch-Maxo-Dunkelwolke
Band 2044,Uwe Anton,male,a1,2e3,l3,INSHARAM
Band 2045,Horst Hoffmann,male,a1,2e3,l1,INSHARAM
Band 2046,Ernst Vlcek,male,a1,2e3,l1,INSHARAM
Band 2047,Horst Hoffmann,male,a1,2e3,l1,Segafrendo
Band 2047,Horst Hoffmann,male,a1,2e3,l2,Hesp Graken
Band 2047,Horst Hoffmann,male,a1,2e3,l3,NACHT
Band 2048,Rainer Castor,male,a1,2e3,l1,DaGlausch
Band 2048,Rainer Castor,male,a1,2e3,l2,Salmenghest
Band 2049,Robert Feldhoff,male,a1,2e3,l1,Auroch-Maxo-55
Band 2049,Robert Feldhoff,male,a1,2e3,l2,Segafrendo
Band 205,H. G. Ewers,male,a1,1965.0,l1,Twin
Band 205,H. G. Ewers,male,a1,1965.0,l2,Sexta
Band 205,H. G. Ewers,male,a1,1965.0,l3,Quinta
Band 2050,Uwe Anton,male,a1,2e3,l1,Arkon-System
Band 2050,Uwe Anton,male,a1,2e3,l2,Solsystem
Band 2051,Susan Schwartz,female,a1,2e3,l1,Thantur-Lok
Band 2052,Arndt Ellmer,male,a1,2e3,l1,Thantur-Lok
Band 2052,Arndt Ellmer,male,a1,2e3,l2,Solsystem
Band 2053,Hubert Haensel,male,a1,2e3,l1,Quinto-Center
Band 2053,Hubert Haensel,male,a1,2e3,l2,Kreit-System
Band 2054,Arndt Ellmer,male,a1,2001.0,l1,Kreit-System
Band 2055,Andreas Findig,male,a1,2001.0,l1,Kreit-System
Band 2056,H. G. Francis,male,a1,2001.0,l1,Land Dommrath
Band 2056,H. G. Francis,male,a1,2001.0,l2,Cluster 0113
Band 2057,Horst Hoffmann,male,a1,2001.0,l1,Land Dommrath
Band 2057,Horst Hoffmann,male,a1,2001.0,l2,Cluster 0113
Band 2058,Ernst Vlcek,male,a1,2001.0,l1,Land Dommrath
Band 2058,Ernst Vlcek,male,a1,2001.0,l2,Cluster 0113
Band 2058,Ernst Vlcek,male,a1,2001.0,l3,Cluster 0178
Band 2059,Leo Lukas,male,a1,2001.0,l1,Land Dommrath
Band 2059,Leo Lukas,male,a1,2001.0,l2,Cluster 0178
Band 206,Kurt Mahr,male,a1,1965.0,l1,Twin
Band 206,Kurt Mahr,male,a1,1965.0,l2,Horror
Band 2060,Susan Schwartz,female,a1,2001.0,l1,Land Dommrath
Band 2060,Susan Schwartz,female,a1,2001.0,l2,Cluster 0178
Band 2061,Uwe Anton,male,a1,2001.0,l1,Land Dommrath
Band 2061,Uwe Anton,male,a1,2001.0,l2,Cluster 0178
Band 2062,Rainer Castor,male,a1,2001.0,l1,Land Dommrath
Band 2062,Rainer Castor,male,a1,2001.0,l2,Cluster 0178
Band 2062,Rainer Castor,male,a1,2001.0,l3,Cluster 0135
Band 2062,Rainer Castor,male,a1,2001.0,l4,Cluster 0059
Band 2062,Rainer Castor,male,a1,2001.0,l5,Cluster 1576
Band 2063,Ernst Vlcek,male,a1,2001.0,l1,Land Dommrath
Band 2063,Ernst Vlcek,male,a1,2001.0,l2,Cluster 1576
Band 2064,Arndt Ellmer,male,a1,2001.0,l1,Kreit-System
Band 2064,Arndt Ellmer,male,a1,2001.0,l2,Sol-System
Band 2065,Horst Hoffmann,male,a1,2001.0,l1,Hundertsonnenwelt
Band 2066,H. G. Francis,male,a1,2001.0,l1,Arkon-System
Band 2066,H. G. Francis,male,a1,2001.0,l2,Urankan-System
Band 2067,Hubert Haensel,male,a1,2001.0,l1,Solsystem
Band 2067,Hubert Haensel,male,a1,2001.0,l2,Orion-Delta-System
Band 2068,H. G. Francis,male,a1,2001.0,l1,Land Dommrath
Band 2068,H. G. Francis,male,a1,2001.0,l2,Cluster 1571
Band 2069,Uwe Anton,male,a1,2001.0,l1,Dommrath
Band 207,William Voltz,male,a1,1965.0,l1,Horror
Band 2070,Uwe Anton,male,a1,2001.0,l1,Dommrath
Band 2071,Susan Schwartz,female,a1,2001.0,l1,Land Dommrath
Band 2071,Susan Schwartz,female,a1,2001.0,l2,Cluster 0001
Band 2072,Arndt Ellmer,male,a1,2001.0,l1,Gamma-Cenix
Band 2072,Arndt Ellmer,male,a1,2001.0,l2,Kalups Pforte-System
Band 2072,Arndt Ellmer,male,a1,2001.0,l3,Thantur-Lok
Band 2073,Ernst Vlcek,male,a1,2001.0,l1,Milchstraße
Band 2073,Ernst Vlcek,male,a1,2001.0,l2,Trumschvaar
Band 2074,Hans Kneifel,male,a1,2001.0,l1,Arkon-System
Band 2075,Horst Hoffmann,male,a1,2001.0,l1,Kalups Pforte
Band 2075,Horst Hoffmann,male,a1,2001.0,l2,Solsystem
Band 2075,Horst Hoffmann,male,a1,2001.0,l3,Thantur-Lok
Band 2076,H. G. Francis,male,a1,2001.0,l1,Land Dommrath
Band 2076,H. G. Francis,male,a1,2001.0,l2,Cluster 0057
Band 2077,Rainer Castor,male,a1,2001.0,l1,Land Dommrath
Band 2077,Rainer Castor,male,a1,2001.0,l2,Cluster 0057
Band 2078,Ernst Vlcek,male,a1,2001.0,l1,Land Dommrath
Band 2078,Ernst Vlcek,male,a1,2001.0,l2,Cluster 0057
Band 2079,Susan Schwartz,female,a1,2001.0,l1,Land Dommrath
Band 2079,Susan Schwartz,female,a1,2001.0,l2,Cluster 0057
Band 208,Kurt Brand,male,a1,1965.0,l1,Horror
Band 2080,Arndt Ellmer,male,a1,2001.0,l1,Solsystem
Band 2081,Susan Schwartz,female,a1,2001.0,l1,Solsystem
Band 2082,Horst Hoffmann,male,a1,2001.0,l1,Solsystem
Band 2083,Arndt Ellmer,male,a1,2001.0,l1,Solsystem
Band 2083,Arndt Ellmer,male,a1,2001.0,l2,Arkon-System
Band 2083,Arndt Ellmer,male,a1,2001.0,l3,Kalups Pforte-System
Band 2084,H. G. Francis,male,a1,2001.0,l1,Land Dommrath
Band 2084,H. G. Francis,male,a1,2001.0,l2,Cluster 0057
Band 2085,Ernst Vlcek,male,a1,2001.0,l1,Land Dommrath
Band 2085,Ernst Vlcek,male,a1,2001.0,l2,Cluster 0057
Band 2086,Uwe Anton,male,a1,2001.0,l1,Land Dommrath
Band 2086,Uwe Anton,male,a1,2001.0,l2,Cluster 0057
Band 2087,Uwe Anton,male,a1,2001.0,l1,Land Dommrath
Band 2087,Uwe Anton,male,a1,2001.0,l2,Cluster 0057
Band 2088,Michael Nagula,male,a1,2001.0,l1,Kalups Pforte-System
Band 2089,Rainer Castor,male,a1,2001.0,l1,Kalups Pforte-System
Band 2089,Rainer Castor,male,a1,2001.0,l2,Schemmenstern-System
Band 209,Clark Darlton,male,a1,1965.0,l1,Twin
Band 209,Clark Darlton,male,a1,1965.0,l2,Quinta
Band 2090,Horst Hoffmann,male,a1,2001.0,l1,Quinto-Center
Band 2090,Horst Hoffmann,male,a1,2001.0,l2,Hundertsonnenwelt
Band 2091,Horst Hoffmann,male,a1,2001.0,l1,Wega-System
Band 2091,Horst Hoffmann,male,a1,2001.0,l2,Arkon-System
Band 2091,Horst Hoffmann,male,a1,2001.0,l3,Kalups Pforte-System
Band 2092,Arndt Ellmer,male,a1,2001.0,l1,Erranternohre
Band 2092,Arndt Ellmer,male,a1,2001.0,l2,Land Dommrath
Band 2093,Ernst Vlcek,male,a1,2001.0,l1,Land Dommrath
Band 2093,Ernst Vlcek,male,a1,2001.0,l2,Cluster 0057
Band 2094,Susan Schwartz,female,a1,2001.0,l1,Land Dommrath
Band 2094,Susan Schwartz,female,a1,2001.0,l2,Cluster 0057
Band 2095,Uwe Anton,male,a1,2001.0,l1,Land Dommrath
Band 2095,Uwe Anton,male,a1,2001.0,l2,Cluster 0057
Band 2095,Uwe Anton,male,a1,2001.0,l3,Cluster 0001
Band 2096,Arndt Ellmer,male,a1,2001.0,l1,Eastside
Band 2096,Arndt Ellmer,male,a1,2001.0,l2,Westside
Band 2097,H. G. Francis,male,a1,2001.0,l1,Kreit-System
Band 2097,H. G. Francis,male,a1,2001.0,l2,Quinto-Center
Band 2097,H. G. Francis,male,a1,2001.0,l3,Thantur-Lok
Band 2098,Rainer Castor,male,a1,2001.0,l1,Thantur-Lok
Band 2098,Rainer Castor,male,a1,2001.0,l2,Quinto-Center
Band 2099,Hubert Haensel,male,a1,2001.0,l1,Arkon-System
Band 21,Kurt Mahr,male,a1,1962.0,l1,Venus
Band 21,Kurt Mahr,male,a1,1962.0,l2,Terra
Band 210,H. G. Ewers,male,a1,1965.0,l1,Opposite
Band 210,H. G. Ewers,male,a1,1965.0,l2,Twin
Band 210,H. G. Ewers,male,a1,1965.0,l3,Septim
Band 210,H. G. Ewers,male,a1,1965.0,l4,Quarta
Band 210,H. G. Ewers,male,a1,1965.0,l5,Quinta
Band 210,H. G. Ewers,male,a1,1965.0,l6,Horror
Band 2100,Robert Feldhoff,male,a1,2001.0,l1,Sternenfenster Hayok
Band 2101,Andreas Findig,male,a1,2001.0,l1,Solsystem
Band 2102,Leo Lukas,male,a1,2001.0,l1,Virginox
Band 2103,Horst Hoffmann,male,a1,2001.0,l1,Pinblot
Band 2104,Uwe Anton,male,a1,2001.0,l1,Tradom
Band 2105,Arndt Ellmer,male,a1,2001.0,l1,Jankar im Kugelsternhaufen Virginox
Band 2106,Horst Hoffmann,male,a1,2002.0,l1,Zinet
Band 2107,H. G. Francis,male,a1,2002.0,l1,Fabrikraumer COLLECT 90.40
Band 2108,Susan Schwartz,female,a1,2002.0,l1,SOL
Band 2109,Susan Schwartz,female,a1,2002.0,l1,SOL
Band 211,K. H. Scheer,male,a1,1965.0,l1,Horror
Band 2110,H. G. Ewers,male,a1,2002.0,l1,SOL
Band 2110,H. G. Ewers,male,a1,2002.0,l2,Feste Tagirathem
Band 2111,Arndt Ellmer,male,a1,2002.0,l1,SOL
Band 2111,Arndt Ellmer,male,a1,2002.0,l2,Malische Mole
Band 2112,Uwe Anton,male,a1,2002.0,l1,Tradom
Band 2113,Uwe Anton,male,a1,2002.0,l1,Tradom
Band 2114,H. G. Francis,male,a1,2002.0,l1,Pombar
Band 2115,Rainer Castor,male,a1,2002.0,l1,KARRIBO
Band 2115,Rainer Castor,male,a1,2002.0,l2,Tradom
Band 2116,Arndt Ellmer,male,a1,2002.0,l1,Tradom
Band 2117,Horst Hoffmann,male,a1,2002.0,l1,Linckx
Band 2118,Leo Lukas,male,a1,2002.0,l1,Quintatha
Band 2119,Horst Hoffmann,male,a1,2002.0,l1,Linckx
Band 212,William Voltz,male,a1,1965.0,l1,Horror
Band 2120,H. G. Francis,male,a1,2002.0,l1,Wassermal
Band 2121,Susan Schwartz,female,a1,2002.0,l1,Wassermal
Band 2122,Ernst Vlcek,male,a1,2002.0,l1,Wassermal
Band 2123,Ernst Vlcek,male,a1,2002.0,l1,Wassermal
Band 2124,Uwe Anton,male,a1,2002.0,l1,Merkur
