series,author,gender,author_pos,release_year,location_pos,location_name
Band 310,Clark Darlton,male,a1,1967.0,l1,Jellicos Stern
Band 310,Clark Darlton,male,a1,1967.0,l2,OLD MAN
Band 311,Kurt Mahr,male,a1,1967.0,l1,Raumschiff der Generäle
Band 312,William Voltz,male,a1,1967.0,l1,Modula II
Band 313,William Voltz,male,a1,1967.0,l1,Modula II
Band 314,H. G. Ewers,male,a1,1967.0,l1,Modula-System
Band 315,H. G. Ewers,male,a1,1967.0,l1,Große Magellansche Wolke
Band 316,Clark Darlton,male,a1,1967.0,l1,Jellicos Stern
Band 317,Kurt Mahr,male,a1,1967.0,l1,Große Magellansche Wolke
Band 317,Kurt Mahr,male,a1,1967.0,l2,Danger I
Band 318,Conrad Shepherd,male,a1,1967.0,l1,Boul-System
Band 319,Conrad Shepherd,male,a1,1967.0,l1,Boultat
Band 32,Clark Darlton,male,a1,1962.0,l1,Wanderer
Band 32,Clark Darlton,male,a1,1962.0,l2,Barkon
Band 320,Clark Darlton,male,a1,1967.0,l1,Große Magellansche Wolke
Band 321,H. G. Ewers,male,a1,1967.0,l1,Große Magellansche Wolke
Band 322,William Voltz,male,a1,1967.0,l1,Modula-System
Band 322,William Voltz,male,a1,1967.0,l2,Navo-Nord
Band 323,William Voltz,male,a1,1967.0,l1,Navo-Nord
Band 323,William Voltz,male,a1,1967.0,l2,Modula-System
Band 324,Clark Darlton,male,a1,1967.0,l1,Große Magellansche Wolke
Band 325,Kurt Mahr,male,a1,1967.0,l1,Pfranat
Band 326,Clark Darlton,male,a1,1967.0,l1,Große Magellansche Wolke
Band 326,Clark Darlton,male,a1,1967.0,l2,Navo-Nord
Band 327,K. H. Scheer,male,a1,1967.0,l1,Große Magellansche Wolke
Band 328,William Voltz,male,a1,1967.0,l1,M 87
Band 329,H. G. Ewers,male,a1,1967.0,l1,M 87
Band 329,H. G. Ewers,male,a1,1967.0,l2,Clearwater III
Band 33,Clark Darlton,male,a1,1962.0,l1,Snowman
Band 330,William Voltz,male,a1,1967.0,l1,Terra
Band 331,William Voltz,male,a1,1968.0,l1,Terra
Band 332,H. G. Ewers,male,a1,1968.0,l1,Triton
Band 333,Kurt Mahr,male,a1,1968.0,l1,Solsystem
Band 334,William Voltz,male,a1,1968.0,l1,Milchstraße
Band 335,H. G. Ewers,male,a1,1968.0,l1,Milchstraße
Band 336,Clark Darlton,male,a1,1968.0,l1,M 87
Band 337,William Voltz,male,a1,1968.0,l1,M 87
Band 338,William Voltz,male,a1,1968.0,l1,M 87
Band 339,H. G. Ewers,male,a1,1968.0,l1,M 87
Band 34,Kurt Brand,male,a1,1962.0,l1,Terra
Band 34,Kurt Brand,male,a1,1962.0,l2,Goszuls Planet
Band 340,H. G. Ewers,male,a1,1968.0,l1,M 87
Band 341,Clark Darlton,male,a1,1968.0,l1,M 87
Band 342,Kurt Mahr,male,a1,1968.0,l1,M 87
Band 343,William Voltz,male,a1,1968.0,l1,M 87
Band 344,Clark Darlton,male,a1,1968.0,l1,M 87
Band 345,H. G. Ewers,male,a1,1968.0,l1,M 87
Band 346,H. G. Ewers,male,a1,1968.0,l1,M 87
Band 347,William Voltz,male,a1,1968.0,l1,M 87
Band 348,Clark Darlton,male,a1,1968.0,l1,M 87
Band 348,Clark Darlton,male,a1,1968.0,l2,nahe Dwellion
Band 349,Kurt Mahr,male,a1,1968.0,l1,M 87
Band 35,Kurt Mahr,male,a1,1962.0,l1,Goszuls Planet
Band 350,K. H. Scheer,male,a1,1968.0,l1,Hundertsonnenwelt und Terra
Band 351,William Voltz,male,a1,1968.0,l1,Solsystem und …
Band 352,Hans Kneifel,male,a1,1968.0,l1,Roanoke
Band 353,H. G. Ewers,male,a1,1968.0,l1,Solsystem und eine Station der Zeitpolizei im Hyperraum
Band 354,Clark Darlton,male,a1,1968.0,l1,Luna und der Planet Pigell im Wega-System
Band 355,William Voltz,male,a1,1968.0,l1,Last Hope
Band 355,William Voltz,male,a1,1968.0,l2,Hep-Tart III und die akonische Wüstenwelt Menz art Chorvish
Band 356,William Voltz,male,a1,1968.0,l1,Wegasystem
Band 356,William Voltz,male,a1,1968.0,l2,Solsystem
Band 356,William Voltz,male,a1,1968.0,l3,M 87
Band 357,H. G. Ewers,male,a1,1968.0,l1,M 87
Band 358,Clark Darlton,male,a1,1968.0,l1,M 87
Band 359,Kurt Mahr,male,a1,1968.0,l1,M 87
Band 36,Clark Darlton,male,a1,1962.0,l1,Goszuls Planet
Band 360,Hans Kneifel,male,a1,1968.0,l1,M 87
Band 361,Clark Darlton,male,a1,1968.0,l1,M 87
Band 362,William Voltz,male,a1,1968.0,l1,M 87
Band 363,H. G. Ewers,male,a1,1968.0,l1,M 87
Band 364,H. G. Ewers,male,a1,1968.0,l1,Todeswolke
Band 365,Hans Kneifel,male,a1,1968.0,l1,Todeswolke
Band 366,Clark Darlton,male,a1,1968.0,l1,Ednil
Band 367,K. H. Scheer,male,a1,1968.0,l1,Wheel-System
Band 368,Kurt Mahr,male,a1,1968.0,l1,M 87
Band 368,Kurt Mahr,male,a1,1968.0,l2,Milchstraße
Band 369,Hans Kneifel,male,a1,1968.0,l1,Milchstraße
Band 37,Clark Darlton,male,a1,1962.0,l1,Goszuls Planet
Band 370,William Voltz,male,a1,1968.0,l1,Terra
Band 370,William Voltz,male,a1,1968.0,l2,USTRAC
Band 371,Clark Darlton,male,a1,1968.0,l1,Beynerth
Band 372,Hans Kneifel,male,a1,1968.0,l1,Terra
Band 372,Hans Kneifel,male,a1,1968.0,l2,Halut
Band 373,Hans Kneifel,male,a1,1968.0,l1,Halut
Band 374,H. G. Ewers,male,a1,1968.0,l1,Terra
Band 374,H. G. Ewers,male,a1,1968.0,l2,Lookout-Station
Band 374,H. G. Ewers,male,a1,1968.0,l3,Midway-Station
Band 375,H. G. Ewers,male,a1,1968.0,l1,Andro-Beta
Band 375,H. G. Ewers,male,a1,1968.0,l2,Gleam
Band 375,H. G. Ewers,male,a1,1968.0,l3,Sepul
Band 376,Clark Darlton,male,a1,1968.0,l1,Wega
Band 376,Clark Darlton,male,a1,1968.0,l2,Pyros II
Band 376,Clark Darlton,male,a1,1968.0,l3,Terra
Band 377,William Voltz,male,a1,1968.0,l1,Satyat
Band 378,William Voltz,male,a1,1968.0,l1,Scorch-System
Band 378,William Voltz,male,a1,1968.0,l2,Trobos
Band 379,Kurt Mahr,male,a1,1968.0,l1,Scorch-System
Band 38,Kurt Mahr,male,a1,1962.0,l1,Naat
Band 380,Clark Darlton,male,a1,1968.0,l1,Scorch-System
Band 381,Hans Kneifel,male,a1,1968.0,l1,Terra (Südsee)
Band 382,William Voltz,male,a1,1968.0,l1,Kleine Magellansche Wolke
Band 382,William Voltz,male,a1,1968.0,l2,Sherrano
Band 383,Clark Darlton,male,a1,1969.0,l1,Taifun
Band 384,H. G. Ewers,male,a1,1969.0,l1,Prison II
Band 385,Hans Kneifel,male,a1,1969.0,l1,Kleine Magellansche Wolke
Band 385,Hans Kneifel,male,a1,1969.0,l2,Prison II
Band 386,William Voltz,male,a1,1969.0,l1,Kleine Magellansche Wolke
Band 386,William Voltz,male,a1,1969.0,l2,Anchorage-System
Band 387,H. G. Ewers,male,a1,1969.0,l1,Kleine Magellansche Wolke
Band 387,H. G. Ewers,male,a1,1969.0,l2,Anchorage-System
Band 387,H. G. Ewers,male,a1,1969.0,l3,Ukiah
Band 387,H. G. Ewers,male,a1,1969.0,l4,Glutton
Band 388,Clark Darlton,male,a1,1969.0,l1,Ukiah
Band 389,Hans Kneifel,male,a1,1969.0,l1,Kleine Magellansche Wolke
Band 389,Hans Kneifel,male,a1,1969.0,l2,BAY-1
Band 39,K. H. Scheer,male,a1,1962.0,l1,Arkon
Band 390,H. G. Ewers,male,a1,1969.0,l1,Kleine Magellansche Wolke
Band 390,H. G. Ewers,male,a1,1969.0,l2,Huas-System
Band 390,H. G. Ewers,male,a1,1969.0,l3,Baykalob
Band 391,H. G. Ewers,male,a1,1969.0,l1,Baykalob
Band 392,Clark Darlton,male,a1,1969.0,l1,Neo II
Band 393,Hans Kneifel,male,a1,1969.0,l1,Neo II
Band 394,William Voltz,male,a1,1969.0,l1,Materiebrücke der Magellanschen Wolken
Band 395,Kurt Mahr,male,a1,1969.0,l1,Magellansche Wolken
Band 396,Clark Darlton,male,a1,1969.0,l1,Materiebrücke der Magellanschen Wolken
Band 397,William Voltz,male,a1,1969.0,l1,Port Gurrad und das Enemy-System in der Materiebrücke der Magellanschen Wolken
Band 398,Hans Kneifel,male,a1,1969.0,l1,Solsystem
Band 398,Hans Kneifel,male,a1,1969.0,l2,Halut
Band 399,H. G. Ewers,male,a1,1969.0,l1,Milchstraße
Band 399,H. G. Ewers,male,a1,1969.0,l2,Kleine Magellansche Wolke
Band 4,Clark Darlton,male,a1,1961.0,l1,Terra
Band 40,Clark Darlton,male,a1,1962.0,l1,Zalit
Band 400,K. H. Scheer,male,a1,1969.0,l1,Terra
Band 401,William Voltz,male,a1,1969.0,l1,Sapa-System
Band 402,Clark Darlton,male,a1,1969.0,l1,Solsystem
Band 402,Clark Darlton,male,a1,1969.0,l2,Salem
Band 402,Clark Darlton,male,a1,1969.0,l3,Graper-System
Band 402,Clark Darlton,male,a1,1969.0,l4,INTERSOLAR
Band 403,H. G. Ewers,male,a1,1969.0,l1,Solsystem
Band 403,H. G. Ewers,male,a1,1969.0,l2,Olymp
Band 404,William Voltz,male,a1,1969.0,l1,Ursus
Band 404,William Voltz,male,a1,1969.0,l2,Olymp
Band 404,William Voltz,male,a1,1969.0,l3,DREADFUL
Band 404,William Voltz,male,a1,1969.0,l4,eine unbekannte Eiswelt
Band 405,Hans Kneifel,male,a1,1969.0,l1,Astera
Band 406,Clark Darlton,male,a1,1969.0,l1,Ertrus
Band 406,Clark Darlton,male,a1,1969.0,l2,Terra
Band 407,H. G. Ewers,male,a1,1969.0,l1,Angerook
Band 407,H. G. Ewers,male,a1,1969.0,l2,Maverick
Band 408,William Voltz,male,a1,1969.0,l1,Mimas
Band 408,William Voltz,male,a1,1969.0,l2,Terra
Band 408,William Voltz,male,a1,1969.0,l3,Ragulot
Band 409,Clark Darlton,male,a1,1969.0,l1,Anchorot
Band 409,Clark Darlton,male,a1,1969.0,l2,Olymp
Band 409,Clark Darlton,male,a1,1969.0,l3,Merkur
Band 41,Clark Darlton,male,a1,1962.0,l1,Zalit
Band 410,Hans Kneifel,male,a1,1969.0,l1,Olymp
Band 410,Hans Kneifel,male,a1,1969.0,l2,Kopernikus
Band 411,Hans Kneifel,male,a1,1969.0,l1,Kopernikus
Band 411,Hans Kneifel,male,a1,1969.0,l2,Mimas
Band 412,H. G. Ewers,male,a1,1969.0,l1,Squirepankin
Band 412,H. G. Ewers,male,a1,1969.0,l2,Solsystem
Band 413,H. G. Ewers,male,a1,1969.0,l1,Solsystem
Band 414,William Voltz,male,a1,1969.0,l1,Olymp
Band 415,Clark Darlton,male,a1,1969.0,l1,Terra
Band 416,H. G. Ewers,male,a1,1969.0,l1,Drofronta
Band 417,William Voltz,male,a1,1969.0,l1,Goring-Maat-System
Band 418,Hans Kneifel,male,a1,1969.0,l1,Nosmo
Band 418,Hans Kneifel,male,a1,1969.0,l2,Olymp
Band 418,Hans Kneifel,male,a1,1969.0,l3,Solsystem
Band 418,Hans Kneifel,male,a1,1969.0,l4,Rudyn
Band 419,William Voltz,male,a1,1969.0,l1,Precheur
Band 42,Kurt Brand,male,a1,1962.0,l1,Honur
Band 420,Clark Darlton,male,a1,1969.0,l1,Verth-System
Band 420,Clark Darlton,male,a1,1969.0,l2,Leydens Stern
Band 421,H. G. Ewers,male,a1,1969.0,l1,Merkur
Band 421,H. G. Ewers,male,a1,1969.0,l2,Tahun
Band 422,Hans Kneifel,male,a1,1969.0,l1,Solsystem
Band 423,Clark Darlton,male,a1,1969.0,l1,Solsystem
Band 424,William Voltz,male,a1,1969.0,l1,Solsystem
Band 425,Hans Kneifel,male,a1,1969.0,l1,Solsystem
Band 426,H. G. Ewers,male,a1,1969.0,l1,Solsystem
Band 427,Clark Darlton,male,a1,1969.0,l1,Solsystem
Band 428,William Voltz,male,a1,1969.0,l1,Solsystem
Band 429,Hans Kneifel,male,a1,1969.0,l1,Solsystem
Band 43,Kurt Mahr,male,a1,1962.0,l1,Honur
Band 430,Clark Darlton,male,a1,1969.0,l1,Solsystem
Band 431,H. G. Ewers,male,a1,1969.0,l1,Olymp
Band 431,H. G. Ewers,male,a1,1969.0,l2,Last Hope
Band 432,William Voltz,male,a1,1969.0,l1,Gevonia
Band 433,William Voltz,male,a1,1969.0,l1,Gevonia
Band 434,H. G. Ewers,male,a1,1969.0,l1,Mimas
Band 435,Hans Kneifel,male,a1,1969.0,l1,Olymp
Band 435,Hans Kneifel,male,a1,1969.0,l2,Last Hope
Band 436,Clark Darlton,male,a1,1969.0,l1,Terra
Band 437,H. G. Ewers,male,a1,1970.0,l1,Terra
Band 438,William Voltz,male,a1,1970.0,l1,Terra
Band 439,Clark Darlton,male,a1,1970.0,l1,Terra
Band 44,K. H. Scheer,male,a1,1962.0,l1,Mooff VI
Band 440,Hans Kneifel,male,a1,1970.0,l1,Terra
Band 441,H. G. Ewers,male,a1,1970.0,l1,Terra
Band 441,H. G. Ewers,male,a1,1970.0,l2,Zeut
Band 442,William Voltz,male,a1,1970.0,l1,Zeut
Band 443,Clark Darlton,male,a1,1970.0,l1,Terra
Band 443,Clark Darlton,male,a1,1970.0,l2,Zeut
Band 444,Hans Kneifel,male,a1,1970.0,l1,Terra
Band 444,Hans Kneifel,male,a1,1970.0,l2,Solsystem
Band 445,H. G. Ewers,male,a1,1970.0,l1,Terra
Band 445,H. G. Ewers,male,a1,1970.0,l2,Mimas
Band 445,H. G. Ewers,male,a1,1970.0,l3,Titan
Band 446,H. G. Ewers,male,a1,1970.0,l1,Titan
Band 447,William Voltz,male,a1,1970.0,l1,Titan
Band 448,Hans Kneifel,male,a1,1970.0,l1,Terra
Band 448,Hans Kneifel,male,a1,1970.0,l2,Titan
Band 448,Hans Kneifel,male,a1,1970.0,l3,Solsystem
Band 449,Clark Darlton,male,a1,1970.0,l1,Dabrifala
Band 449,Clark Darlton,male,a1,1970.0,l2,Terra
Band 449,Clark Darlton,male,a1,1970.0,l3,Solsystem
Band 45,Clark Darlton,male,a1,1962.0,l1,Aralon
Band 450,K. H. Scheer,male,a1,1970.0,l1,Terra
Band 450,K. H. Scheer,male,a1,1970.0,l2,Gruelfin
Band 451,H. G. Ewers,male,a1,1970.0,l1,Gruelfin
Band 451,H. G. Ewers,male,a1,1970.0,l2,Planet Geysselin
Band 452,William Voltz,male,a1,1970.0,l1,Gruelfin
Band 452,William Voltz,male,a1,1970.0,l2,Planet Lofsoog
Band 453,Hans Kneifel,male,a1,1970.0,l1,Gruelfin
Band 453,Hans Kneifel,male,a1,1970.0,l2,Planet Vavschenic
Band 454,Clark Darlton,male,a1,1970.0,l1,Gruelfin
Band 454,Clark Darlton,male,a1,1970.0,l2,Planet Offsohonar
Band 455,William Voltz,male,a1,1970.0,l1,Gruelfin
Band 455,William Voltz,male,a1,1970.0,l2,Arenawelt Schakamona
Band 456,William Voltz,male,a1,1970.0,l1,Gruelfin
Band 456,William Voltz,male,a1,1970.0,l2,Arenawelt Schakamona
Band 457,H. G. Ewers,male,a1,1970.0,l1,Gruelfin
Band 457,H. G. Ewers,male,a1,1970.0,l2,im Orbit um eine rote Riesensonne
Band 458,H. G. Ewers,male,a1,1970.0,l1,Gruelfin
Band 458,H. G. Ewers,male,a1,1970.0,l2,Planet TCR
Band 459,Hans Kneifel,male,a1,1970.0,l1,Gruelfin
Band 459,Hans Kneifel,male,a1,1970.0,l2,Planet Molakesch
Band 46,Kurt Brand,male,a1,1962.0,l1,Laros
Band 460,Hans Kneifel,male,a1,1970.0,l1,Gruelfin
Band 460,Hans Kneifel,male,a1,1970.0,l2,Planet Molakesch
Band 461,Clark Darlton,male,a1,1970.0,l1,Gruelfin
Band 461,Clark Darlton,male,a1,1970.0,l2,Leerraum
Band 461,Clark Darlton,male,a1,1970.0,l3,Planet Haygasch
Band 462,Clark Darlton,male,a1,1970.0,l1,Gruelfin
Band 462,Clark Darlton,male,a1,1970.0,l2,Haygasch
Band 462,Clark Darlton,male,a1,1970.0,l3,Mysyscher
Band 463,William Voltz,male,a1,1970.0,l1,Gruelfin
Band 463,William Voltz,male,a1,1970.0,l2,Oldon
Band 464,William Voltz,male,a1,1970.0,l1,Gruelfin
Band 464,William Voltz,male,a1,1970.0,l2,Planet Oldon
Band 465,Hans Kneifel,male,a1,1970.0,l1,Gruelfin
Band 465,Hans Kneifel,male,a1,1970.0,l2,Planet Leffa
Band 466,Hans Kneifel,male,a1,1970.0,l1,Gruelfin
Band 466,Hans Kneifel,male,a1,1970.0,l2,Planet Leffa
Band 467,Clark Darlton,male,a1,1970.0,l1,Eastside
Band 467,Clark Darlton,male,a1,1970.0,l2,Planet Techma
Band 468,Clark Darlton,male,a1,1970.0,l1,Eastside
Band 468,Clark Darlton,male,a1,1970.0,l2,Planet Techma
Band 469,H. G. Ewers,male,a1,1970.0,l1,Gruelfin
Band 469,H. G. Ewers,male,a1,1970.0,l2,Planet Leffa
Band 47,Kurt Mahr,male,a1,1962.0,l1,Gom
Band 470,H. G. Ewers,male,a1,1970.0,l1,Gruelfin
Band 470,H. G. Ewers,male,a1,1970.0,l2,im Weltall
Band 471,William Voltz,male,a1,1970.0,l1,Gruelfin
Band 471,William Voltz,male,a1,1970.0,l2,Planet Lohkrath (First Love)
Band 472,Clark Darlton,male,a1,1970.0,l1,Gruelfin
Band 472,Clark Darlton,male,a1,1970.0,l2,System Greytonor
Band 473,H. G. Ewers,male,a1,1970.0,l1,Gruelfin
Band 473,H. G. Ewers,male,a1,1970.0,l2,Planet Takera
Band 474,Hans Kneifel,male,a1,1970.0,l1,Gruelfin
Band 474,Hans Kneifel,male,a1,1970.0,l2,Planet Takera
Band 475,William Voltz,male,a1,1970.0,l1,Gruelfin
Band 475,William Voltz,male,a1,1970.0,l2,auf einem Sammler
Band 476,Hans Kneifel,male,a1,1970.0,l1,Gruelfin
Band 476,Hans Kneifel,male,a1,1970.0,l2,Greytonor-System
Band 477,H. G. Ewers,male,a1,1970.0,l1,Milchstraße
Band 477,H. G. Ewers,male,a1,1970.0,l2,Olymp
Band 478,H. G. Ewers,male,a1,1970.0,l1,Milchstraße
Band 478,H. G. Ewers,male,a1,1970.0,l2,Olymp
Band 479,Clark Darlton,male,a1,1970.0,l1,Gruelfin
Band 479,Clark Darlton,male,a1,1970.0,l2,Planet Cham
Band 48,Clark Darlton,male,a1,1962.0,l1,Beteigeuze
Band 480,William Voltz,male,a1,1970.0,l1,Gruelfin
Band 480,William Voltz,male,a1,1970.0,l2,Terrosch-Rotwolke
Band 481,William Voltz,male,a1,1970.0,l1,Gruelfin
Band 481,William Voltz,male,a1,1970.0,l2,Morschaztas
Band 482,Hans Kneifel,male,a1,1970.0,l1,Gruelfin
Band 482,Hans Kneifel,male,a1,1970.0,l2,Terrosch-Rotwolke
Band 483,H. G. Ewers,male,a1,1970.0,l1,Gruelfin
Band 483,H. G. Ewers,male,a1,1970.0,l2,Morschaztas
Band 484,William Voltz,male,a1,1970.0,l1,Morschaztas
Band 485,H. G. Ewers,male,a1,1970.0,l1,Morschaztas
Band 485,H. G. Ewers,male,a1,1970.0,l2,Erysgan
Band 486,William Voltz,male,a1,1970.0,l1,Morschaztas
Band 486,William Voltz,male,a1,1970.0,l2,Erysgan
Band 487,William Voltz,male,a1,1970.0,l1,Morschaztas - Erysgan
Band 487,William Voltz,male,a1,1970.0,l2,ARRIVANUM
Band 488,Hans Kneifel,male,a1,1970.0,l1,Morschaztas (ARRIVANUM) und Gruelfin (Greytonor
Band 488,Hans Kneifel,male,a1,1970.0,l2,Terrosch-Rotwolke)
Band 489,Clark Darlton,male,a1,1970.0,l1,Morschaztas/Gruelfin
Band 49,Clark Darlton,male,a1,1962.0,l1,Beteigeuze III
Band 49,Clark Darlton,male,a1,1962.0,l2,Beteigeuze IV
Band 490,H. G. Ewers,male,a1,1970.0,l1,Gruelfin
Band 490,H. G. Ewers,male,a1,1970.0,l2,Bythalon-System
Band 491,H. G. Ewers,male,a1,1971.0,l1,Mayntoho
Band 491,H. G. Ewers,male,a1,1971.0,l2,Takera
Band 492,William Voltz,male,a1,1971.0,l1,Gruelfin (Takera)
Band 492,William Voltz,male,a1,1971.0,l2,Milchstraße (Wega
Band 492,William Voltz,male,a1,1971.0,l3,Sol)
Band 493,Hans Kneifel,male,a1,1971.0,l1,Milchstraße (Titan
Band 493,Hans Kneifel,male,a1,1971.0,l2,Alcanaya II)
Band 494,Clark Darlton,male,a1,1971.0,l1,Gruelfin (Moryr-Moryma)
Band 495,Hans Kneifel,male,a1,1971.0,l1,Milchstraße
Band 496,William Voltz,male,a1,1971.0,l1,Gruelfin
Band 497,H. G. Ewers,male,a1,1971.0,l1,Titan
Band 498,Clark Darlton,male,a1,1971.0,l1,Titan
Band 499,Hans Kneifel,male,a1,1971.0,l1,Solsystem
Band 5,Kurt Mahr,male,a1,1961.0,l1,Terra
Band 50,K. H. Scheer,male,a1,1962.0,l1,Terra
Band 50,K. H. Scheer,male,a1,1962.0,l2,Hellgate
Band 500,K. H. Scheer,male,a1,1971.0,l1,Zwischen Gruelfin und Milchstraße
Band 500,K. H. Scheer,male,a1,1971.0,l2,Erde
Band 501,William Voltz,male,a1,1971.0,l1,Terrania-City
Band 501,William Voltz,male,a1,1971.0,l2,Terra
Band 502,H. G. Ewers,male,a1,1971.0,l1,Olymp
Band 503,Clark Darlton,male,a1,1971.0,l1,Rubin Omega-System
Band 503,Clark Darlton,male,a1,1971.0,l2,Planet Hidden World I
Band 504,Hans Kneifel,male,a1,1971.0,l1,Milchstraße
Band 505,William Voltz,male,a1,1971.0,l1,Milchstraße
Band 506,H. G. Ewers,male,a1,1971.0,l1,Lignan-System
Band 507,Clark Darlton,male,a1,1971.0,l1,Eden V
Band 507,Clark Darlton,male,a1,1971.0,l2,Tahun
Band 508,Hans Kneifel,male,a1,1971.0,l1,Materiebrücke zwischen Milchstraße und Großer Magellanscher Wolke
Band 509,Ernst Vlcek,male,a1,1971.0,l1,Terrania City
Band 51,Kurt Brand,male,a1,1962.0,l1,Tolimon
Band 510,William Voltz,male,a1,1971.0,l1,Milchstraße
Band 511,Hans Kneifel,male,a1,1971.0,l1,Milchstraße
Band 512,Clark Darlton,male,a1,1971.0,l1,Milchstraße
Band 512,Clark Darlton,male,a1,1971.0,l2,Graph-Tita-System
Band 513,Ernst Vlcek,male,a1,1971.0,l1,Quinto-Center
Band 514,H. G. Ewers,male,a1,1971.0,l1,Olymp
Band 514,H. G. Ewers,male,a1,1971.0,l2,Terra
Band 514,H. G. Ewers,male,a1,1971.0,l3,Aslan
Band 515,William Voltz,male,a1,1971.0,l1,Milchstraße
Band 515,William Voltz,male,a1,1971.0,l2,Planet Testfall Rorvic
Band 516,Hans Kneifel,male,a1,1971.0,l1,Milchstraße
Band 516,Hans Kneifel,male,a1,1971.0,l2,Planet Testfall Rorvic
Band 517,Clark Darlton,male,a1,1971.0,l1,Milchstraße
Band 518,H. G. Francis,male,a1,1971.0,l1,Milchstraße
Band 519,William Voltz,male,a1,1971.0,l1,Milchstraße
Band 519,William Voltz,male,a1,1971.0,l2,Planet Dessopato
Band 52,Clark Darlton,male,a1,1962.0,l1,Venus
Band 52,Clark Darlton,male,a1,1962.0,l2,Hellgate
Band 52,Clark Darlton,male,a1,1962.0,l3,Tolimon
Band 520,H. G. Ewers,male,a1,1971.0,l1,Olymp
Band 520,H. G. Ewers,male,a1,1971.0,l2,Last Hope
Band 521,Ernst Vlcek,male,a1,1971.0,l1,Hundertsonnenwelt
Band 522,Hans Kneifel,male,a1,1971.0,l1,Schwarm
Band 522,Hans Kneifel,male,a1,1971.0,l2,Planet Vetrahoon
Band 523,Clark Darlton,male,a1,1971.0,l1,Milchstraße
Band 524,Clark Darlton,male,a1,1971.0,l1,Im Schwarm
Band 525,William Voltz,male,a1,1971.0,l1,Terra
Band 526,H. G. Ewers,male,a1,1971.0,l1,Milchstraße
Band 527,Hans Kneifel,male,a1,1971.0,l1,Schwarm
Band 528,Hans Kneifel,male,a1,1971.0,l1,Schwarm
Band 529,Ernst Vlcek,male,a1,1971.0,l1,Emanzopa
Band 529,Ernst Vlcek,male,a1,1971.0,l2,Diane
Band 53,Kurt Mahr,male,a1,1962.0,l1,Isan
Band 530,H. G. Francis,male,a1,1971.0,l1,OPUS-Nurmo
Band 531,H. G. Ewers,male,a1,1971.0,l1,Yuyda-System
Band 532,Kurt Mahr,male,a1,1971.0,l1,USTRAC
Band 533,William Voltz,male,a1,1971.0,l1,Praspa-System
Band 533,William Voltz,male,a1,1971.0,l2,Schwarm
Band 534,William Voltz,male,a1,1971.0,l1,Praspa-System
Band 534,William Voltz,male,a1,1971.0,l2,Schwarm
Band 535,Clark Darlton,male,a1,1971.0,l1,Praspa-System
Band 535,Clark Darlton,male,a1,1971.0,l2,Schwarm und Nachbarsystem
Band 536,Ernst Vlcek,male,a1,1971.0,l1,Trantus-Tona
Band 537,Hans Kneifel,male,a1,1971.0,l1,Terra
Band 537,Hans Kneifel,male,a1,1971.0,l2,Schwarm
Band 538,H. G. Francis,male,a1,1971.0,l1,Schwarm
Band 539,H. G. Ewers,male,a1,1971.0,l1,Heytschapan
Band 539,H. G. Ewers,male,a1,1971.0,l2,Eppyla-Pharo-System
Band 54,K. H. Scheer,male,a1,1962.0,l1,Erde
Band 54,K. H. Scheer,male,a1,1962.0,l2,Venus
Band 540,William Voltz,male,a1,1972.0,l1,Heyschryk und Hundertsonnenwelt
Band 541,Clark Darlton,male,a1,1972.0,l1,Lokaler Schwarm und Intern-Alpha
Band 542,H. G. Ewers,male,a1,1972.0,l1,Lokaler Schwarm
Band 542,H. G. Ewers,male,a1,1972.0,l2,Intern-Alpha
Band 542,H. G. Ewers,male,a1,1972.0,l3,Pförtner
Band 543,Ernst Vlcek,male,a1,1972.0,l1,Lokaler Schwarm
Band 543,Ernst Vlcek,male,a1,1972.0,l2,Intern-Alpha
Band 543,Ernst Vlcek,male,a1,1972.0,l3,Pförtner
Band 543,Ernst Vlcek,male,a1,1972.0,l4,Kokon
Band 543,Ernst Vlcek,male,a1,1972.0,l5,MARCO POLO
Band 544,Hans Kneifel,male,a1,1972.0,l1,Lokaler Schwarm
Band 544,Hans Kneifel,male,a1,1972.0,l2,Intern-Alpha
Band 544,Hans Kneifel,male,a1,1972.0,l3,Pförtner
Band 544,Hans Kneifel,male,a1,1972.0,l4,GEPLA-I
Band 544,Hans Kneifel,male,a1,1972.0,l5,GEVARI
Band 545,William Voltz,male,a1,1972.0,l1,Lokaler Schwarm
Band 545,William Voltz,male,a1,1972.0,l2,Intern-Beta
Band 545,William Voltz,male,a1,1972.0,l3,GEPLA-II
Band 545,William Voltz,male,a1,1972.0,l4,MARCO POLO
Band 546,H. G. Ewers,male,a1,1972.0,l1,Lokaler Schwarm
Band 546,H. G. Ewers,male,a1,1972.0,l2,BUTTERFLY
Band 546,H. G. Ewers,male,a1,1972.0,l3,MARCO POLO
Band 546,H. G. Ewers,male,a1,1972.0,l4,INTERSOLAR
Band 546,H. G. Ewers,male,a1,1972.0,l5,Diskusraumer der Cynos
Band 547,Kurt Mahr,male,a1,1972.0,l1,Obelisk
Band 547,Kurt Mahr,male,a1,1972.0,l2,Hundertsonnenwelt
Band 548,H. G. Francis,male,a1,1972.0,l1,Hundertsonnenwelt
Band 548,H. G. Francis,male,a1,1972.0,l2,JOHN MARSHALL
Band 548,H. G. Francis,male,a1,1972.0,l3,Terra
Band 549,Clark Darlton,male,a1,1972.0,l1,MARCO POLO
